"","location_name","data_date","submitted_date","Province","District","malaria_rdt_0-4","malaria_rdt_5-14","malaria_rdt_15","malaria_tot","newid"
"2383","Facility 49",2020-06-22,2020-06-23,"North","Dingo",NA,NA,NA,NA,49
"2384","Facility 33",2020-06-22,2020-06-23,"North","Barnard",5,3,4,12,33
"2385","Facility 59",2020-06-22,2020-06-23,"North","Spring",NA,NA,NA,NA,59
"2386","Facility 7",2020-06-23,2020-06-23,"North","Spring",NA,NA,NA,NA,7
"2387","Facility 13",2020-06-22,2020-06-23,"North","Bolo",NA,NA,NA,NA,13
"2388","Facility 15",2020-06-23,2020-06-23,"North","Barnard",NA,NA,NA,NA,15
"2389","Facility 51",2020-06-22,2020-06-23,"North","Spring",NA,NA,NA,NA,51
"2390","Facility 23",2020-06-22,2020-06-23,"North","Dingo",NA,NA,NA,NA,23
"2391","Facility 50",2020-06-22,2020-06-23,"North","Spring",NA,NA,NA,NA,50
"2392","Facility 1",2020-06-22,2020-06-23,"North","Spring",NA,NA,NA,NA,1
"2393","Facility 1",2020-06-21,2020-06-23,"North","Spring",NA,NA,NA,NA,1
"2394","Facility 37",2020-06-23,2020-06-23,"North","Bolo",NA,NA,NA,NA,37
"2395","Facility 58",2020-06-22,2020-06-23,"North","Spring",NA,NA,NA,NA,58
"2396","Facility 25",2020-06-22,2020-06-23,"North","Bolo",NA,NA,NA,NA,25
"2397","Facility 55",2020-06-22,2020-06-23,"North","Bolo",NA,NA,NA,NA,55
"2398","Facility 42",2020-06-16,2020-06-23,"North","Dingo",NA,NA,NA,NA,42
"2399","Facility 42",2020-06-15,2020-06-23,"North","Dingo",NA,NA,NA,NA,42
"2400","Facility 32",2020-06-22,2020-06-23,"North","Spring",NA,NA,NA,NA,32
"2401","Facility 42",2020-06-14,2020-06-23,"North","Dingo",NA,NA,NA,NA,42
"2402","Facility 28",2020-06-22,2020-06-23,"North","Spring",21,14,8,43,28
"2403","Facility 19",2020-06-21,2020-06-22,"North","Bolo",NA,NA,NA,NA,19
"2404","Facility 36",2020-06-22,2020-06-22,"North","Dingo",NA,NA,NA,NA,36
"2405","Facility 4",2020-06-22,2020-06-22,"North","Bolo",NA,NA,NA,NA,4
"2406","Facility 9",2020-06-22,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2407","Facility 9",2020-06-21,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2408","Facility 9",2020-06-20,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2409","Facility 9",2020-06-19,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2410","Facility 9",2020-06-18,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2411","Facility 9",2020-06-17,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2412","Facility 9",2020-06-16,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2413","Facility 9",2020-06-15,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2414","Facility 9",2020-06-14,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2415","Facility 9",2020-06-13,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2416","Facility 9",2020-06-12,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2417","Facility 35",2020-06-22,2020-06-22,"North","Spring",NA,NA,NA,NA,35
"2418","Facility 9",2020-06-10,2020-06-22,"North","Spring",NA,NA,NA,NA,9
"2419","Facility 28",2020-06-21,2020-06-22,"North","Spring",27,20,25,72,28
"2420","Facility 28",2020-06-20,2020-06-22,"North","Spring",46,11,44,101,28
"2421","Facility 51",2020-06-21,2020-06-22,"North","Spring",NA,NA,NA,NA,51
"2422","Facility 10",2020-06-22,2020-06-22,"North","Bolo",NA,NA,NA,NA,10
"2423","Facility 29",2020-06-21,2020-06-22,"North","Dingo",NA,NA,NA,NA,29
"2424","Facility 14",2020-06-22,2020-06-22,"North","Dingo",NA,NA,NA,NA,14
"2425","Facility 48",2020-06-21,2020-06-22,"North","Dingo",NA,NA,NA,NA,48
"2426","Facility 25",2020-06-21,2020-06-22,"North","Bolo",NA,NA,NA,NA,25
"2427","Facility 21",2020-06-22,2020-06-22,"North","Bolo",NA,NA,NA,NA,21
"2428","Facility 58",2020-06-21,2020-06-22,"North","Spring",NA,NA,NA,NA,58
"2429","Facility 58",2020-06-20,2020-06-22,"North","Spring",NA,NA,NA,NA,58
"2430","Facility 36",2020-06-21,2020-06-22,"North","Dingo",NA,NA,NA,NA,36
"2431","Facility 59",2020-06-21,2020-06-22,"North","Spring",NA,NA,NA,NA,59
"2432","Facility 37",2020-06-22,2020-06-22,"North","Bolo",NA,NA,NA,NA,37
"2433","Facility 8",2020-06-21,2020-06-22,"North","Bolo",NA,NA,NA,NA,8
"2434","Facility 23",2020-06-21,2020-06-22,"North","Dingo",NA,NA,NA,NA,23
"2435","Facility 13",2020-06-21,2020-06-22,"North","Bolo",NA,NA,NA,NA,13
"2436","Facility 49",2020-06-21,2020-06-22,"North","Dingo",NA,NA,NA,NA,49
"2437","Facility 33",2020-06-21,2020-06-22,"North","Barnard",2,0,7,9,33
"2438","Facility 50",2020-06-21,2020-06-22,"North","Spring",NA,NA,NA,NA,50
"2439","Facility 3",2020-06-22,2020-06-22,"North","Dingo",NA,NA,NA,NA,3
"2440","Facility 55",2020-06-21,2020-06-22,"North","Bolo",NA,NA,NA,NA,55
"2441","Facility 18",2020-06-21,2020-06-22,"North","Bolo",NA,NA,NA,NA,18
"2442","Facility 41",2020-06-21,2020-06-22,"North","Barnard",NA,NA,NA,NA,41
"2443","Facility 41",2020-06-20,2020-06-21,"North","Barnard",NA,NA,NA,NA,41
"2444","Facility 5",2020-06-18,2020-06-21,"North","Bolo",NA,NA,NA,NA,5
"2445","Facility 29",2020-06-20,2020-06-21,"North","Dingo",NA,NA,NA,NA,29
"2446","Facility 5",2020-06-17,2020-06-21,"North","Bolo",NA,NA,NA,NA,5
"2447","Facility 5",2020-06-16,2020-06-21,"North","Bolo",NA,NA,NA,NA,5
"2448","Facility 4",2020-06-21,2020-06-21,"North","Bolo",NA,NA,NA,NA,4
"2449","Facility 1",2020-06-20,2020-06-21,"North","Spring",NA,NA,NA,NA,1
"2450","Facility 38",2020-06-21,2020-06-21,"North","Bolo",NA,NA,NA,NA,38
"2451","Facility 35",2020-06-21,2020-06-21,"North","Spring",NA,NA,NA,NA,35
"2452","Facility 38",2020-06-20,2020-06-21,"North","Bolo",NA,NA,NA,NA,38
"2453","Facility 25",2020-06-20,2020-06-21,"North","Bolo",NA,NA,NA,NA,25
"2454","Facility 10",2020-06-21,2020-06-21,"North","Bolo",NA,NA,NA,NA,10
"2455","Facility 3",2020-06-21,2020-06-21,"North","Dingo",NA,NA,NA,NA,3
"2456","Facility 48",2020-06-20,2020-06-21,"North","Dingo",NA,NA,NA,NA,48
"2457","Facility 33",2020-06-20,2020-06-21,"North","Barnard",NA,NA,NA,NA,33
"2458","Facility 8",2020-06-20,2020-06-21,"North","Bolo",NA,NA,NA,NA,8
"2459","Facility 33",2020-06-19,2020-06-21,"North","Barnard",NA,NA,NA,NA,33
"2460","Facility 15",2020-06-21,2020-06-21,"North","Barnard",NA,NA,NA,NA,15
"2461","Facility 33",2020-06-18,2020-06-21,"North","Barnard",NA,NA,NA,NA,33
"2462","Facility 13",2020-06-20,2020-06-21,"North","Bolo",NA,NA,NA,NA,13
"2463","Facility 37",2020-06-21,2020-06-21,"North","Bolo",NA,NA,NA,NA,37
"2464","Facility 19",2020-06-20,2020-06-21,"North","Bolo",NA,NA,NA,NA,19
"2465","Facility 49",2020-06-20,2020-06-21,"North","Dingo",NA,NA,NA,NA,49
"2466","Facility 23",2020-06-20,2020-06-21,"North","Dingo",NA,NA,NA,NA,23
"2467","Facility 55",2020-06-20,2020-06-21,"North","Bolo",NA,NA,NA,NA,55
"2468","Facility 7",2020-06-20,2020-06-21,"North","Spring",NA,NA,NA,NA,7
"2469","Facility 18",2020-06-20,2020-06-21,"North","Bolo",NA,NA,NA,NA,18
"2470","Facility 51",2020-06-20,2020-06-21,"North","Spring",NA,NA,NA,NA,51
"2471","Facility 60",2020-06-19,2020-06-21,"North","Bolo",NA,NA,NA,NA,60
"2472","Facility 50",2020-06-20,2020-06-21,"North","Spring",NA,NA,NA,NA,50
"2473","Facility 2",2020-06-20,2020-06-21,"North","Bolo",NA,NA,NA,NA,2
"2474","Facility 36",2020-06-20,2020-06-20,"North","Dingo",NA,NA,NA,NA,36
"2475","Facility 14",2020-06-20,2020-06-20,"North","Dingo",NA,NA,NA,NA,14
"2476","Facility 29",2020-06-19,2020-06-20,"North","Dingo",NA,NA,NA,NA,29
"2477","Facility 4",2020-06-20,2020-06-20,"North","Bolo",NA,NA,NA,NA,4
"2478","Facility 32",2020-06-20,2020-06-20,"North","Spring",NA,NA,NA,NA,32
"2479","Facility 10",2020-06-20,2020-06-20,"North","Bolo",NA,NA,NA,NA,10
"2480","Facility 10",2020-06-17,2020-06-20,"North","Bolo",NA,NA,NA,NA,10
"2481","Facility 10",2020-06-04,2020-06-20,"North","Bolo",NA,NA,NA,NA,10
"2482","Facility 35",2020-06-20,2020-06-20,"North","Spring",NA,NA,NA,NA,35
"2483","Facility 19",2020-06-19,2020-06-20,"North","Bolo",NA,NA,NA,NA,19
"2484","Facility 19",2020-06-18,2020-06-20,"North","Bolo",NA,NA,NA,NA,19
"2485","Facility 19",2020-06-17,2020-06-20,"North","Bolo",NA,NA,NA,NA,19
"2486","Facility 58",2020-06-19,2020-06-20,"North","Spring",NA,NA,NA,NA,58
"2487","Facility 13",2020-06-19,2020-06-20,"North","Bolo",NA,NA,NA,NA,13
"2488","Facility 21",2020-06-20,2020-06-20,"North","Bolo",NA,NA,NA,NA,21
"2489","Facility 37",2020-06-20,2020-06-20,"North","Bolo",NA,NA,NA,NA,37
"2490","Facility 23",2020-06-19,2020-06-20,"North","Dingo",NA,NA,NA,NA,23
"2491","Facility 23",2020-06-17,2020-06-20,"North","Dingo",NA,NA,NA,NA,23
"2492","Facility 23",2020-06-16,2020-06-20,"North","Dingo",NA,NA,NA,NA,23
"2493","Facility 49",2020-06-19,2020-06-20,"North","Dingo",NA,NA,NA,NA,49
"2494","Facility 15",2020-06-20,2020-06-20,"North","Barnard",NA,NA,NA,NA,15
"2495","Facility 50",2020-06-19,2020-06-20,"North","Spring",NA,NA,NA,NA,50
"2496","Facility 55",2020-06-19,2020-06-20,"North","Bolo",NA,NA,NA,NA,55
"2497","Facility 55",2020-06-18,2020-06-20,"North","Bolo",NA,NA,NA,NA,55
"2498","Facility 3",2020-06-20,2020-06-20,"North","Dingo",NA,NA,NA,NA,3
"2499","Facility 55",2020-06-17,2020-06-20,"North","Bolo",NA,NA,NA,NA,55
"2500","Facility 1",2020-06-19,2020-06-20,"North","Spring",NA,NA,NA,NA,1
"2501","Facility 36",2020-06-19,2020-06-19,"North","Dingo",NA,NA,NA,NA,36
"2502","Facility 36",2020-06-18,2020-06-19,"North","Dingo",NA,NA,NA,NA,36
"2503","Facility 14",2020-06-19,2020-06-19,"North","Dingo",NA,NA,NA,NA,14
"2504","Facility 29",2020-06-18,2020-06-19,"North","Dingo",NA,NA,NA,NA,29
"2505","Facility 37",2020-06-19,2020-06-19,"North","Bolo",NA,NA,NA,NA,37
"2506","Facility 35",2020-06-19,2020-06-19,"North","Spring",NA,NA,NA,NA,35
"2507","Facility 49",2020-06-18,2020-06-19,"North","Dingo",NA,NA,NA,NA,49
"2508","Facility 58",2020-06-18,2020-06-19,"North","Spring",NA,NA,NA,NA,58
"2509","Facility 1",2020-06-18,2020-06-19,"North","Spring",NA,NA,NA,NA,1
"2510","Facility 51",2020-06-18,2020-06-19,"North","Spring",NA,NA,NA,NA,51
"2511","Facility 15",2020-06-19,2020-06-19,"North","Barnard",NA,NA,NA,NA,15
"2512","Facility 50",2020-06-18,2020-06-19,"North","Spring",NA,NA,NA,NA,50
"2513","Facility 26",2020-06-19,2020-06-19,"North","Bolo",NA,NA,NA,NA,26
"2514","Facility 21",2020-06-19,2020-06-19,"North","Bolo",NA,NA,NA,NA,21
"2515","Facility 3",2020-06-19,2020-06-19,"North","Dingo",NA,NA,NA,NA,3
"2516","Facility 13",2020-06-18,2020-06-19,"North","Bolo",NA,NA,NA,NA,13
"2517","Facility 13",2020-06-17,2020-06-19,"North","Bolo",NA,NA,NA,NA,13
"2518","Facility 2",2020-06-18,2020-06-19,"North","Bolo",NA,NA,NA,NA,2
"2519","Facility 41",2020-06-18,2020-06-19,"North","Barnard",NA,NA,NA,NA,41
"2520","Facility 4",2020-06-18,2020-06-18,"North","Bolo",NA,NA,NA,NA,4
"2521","Facility 4",2020-06-16,2020-06-18,"North","Bolo",NA,NA,NA,NA,4
"2522","Facility 29",2020-06-17,2020-06-18,"North","Dingo",NA,NA,NA,NA,29
"2523","Facility 58",2020-06-17,2020-06-18,"North","Spring",NA,NA,NA,NA,58
"2524","Facility 58",2020-06-16,2020-06-18,"North","Spring",NA,NA,NA,NA,58
"2525","Facility 15",2020-06-17,2020-06-18,"North","Barnard",NA,NA,NA,NA,15
"2526","Facility 15",2020-06-18,2020-06-18,"North","Barnard",NA,NA,NA,NA,15
"2527","Facility 33",2020-06-17,2020-06-18,"North","Barnard",NA,NA,NA,NA,33
"2528","Facility 33",2020-06-16,2020-06-18,"North","Barnard",NA,NA,NA,NA,33
"2529","Facility 35",2020-06-18,2020-06-18,"North","Spring",NA,NA,NA,NA,35
"2530","Facility 19",2020-06-16,2020-06-18,"North","Bolo",NA,NA,NA,NA,19
"2531","Facility 19",2020-06-15,2020-06-18,"North","Bolo",NA,NA,NA,NA,19
"2532","Facility 1",2020-06-17,2020-06-18,"North","Spring",NA,NA,NA,NA,1
"2533","Facility 14",2020-06-17,2020-06-18,"North","Dingo",NA,NA,NA,NA,14
"2534","Facility 21",2020-06-18,2020-06-18,"North","Bolo",NA,NA,NA,NA,21
"2535","Facility 37",2020-06-18,2020-06-18,"North","Bolo",NA,NA,NA,NA,37
"2536","Facility 50",2020-06-17,2020-06-18,"North","Spring",NA,NA,NA,NA,50
"2537","Facility 49",2020-06-17,2020-06-18,"North","Dingo",NA,NA,NA,NA,49
"2538","Facility 51",2020-06-17,2020-06-18,"North","Spring",NA,NA,NA,NA,51
"2539","Facility 3",2020-06-18,2020-06-18,"North","Dingo",NA,NA,NA,NA,3
"2540","Facility 7",2020-06-17,2020-06-18,"North","Spring",NA,NA,NA,NA,7
"2541","Facility 26",2020-06-18,2020-06-18,"North","Bolo",NA,NA,NA,NA,26
"2542","Facility 43",2020-06-15,2020-06-18,"North","Dingo",NA,NA,NA,NA,43
"2543","Facility 43",2020-06-14,2020-06-18,"North","Dingo",NA,NA,NA,NA,43
"2544","Facility 43",2020-06-13,2020-06-18,"North","Dingo",NA,NA,NA,NA,43
"2545","Facility 29",2020-06-16,2020-06-17,"North","Dingo",NA,NA,NA,NA,29
"2546","Facility 36",2020-06-17,2020-06-17,"North","Dingo",NA,NA,NA,NA,36
"2547","Facility 52",2020-06-15,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2548","Facility 52",2020-06-14,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2549","Facility 52",2020-06-13,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2550","Facility 52",2020-06-12,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2551","Facility 52",2020-06-11,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2552","Facility 52",2020-06-10,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2553","Facility 52",2020-06-09,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2554","Facility 52",2020-06-08,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2555","Facility 52",2020-06-07,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2556","Facility 52",2020-06-06,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2557","Facility 52",2020-06-05,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2558","Facility 52",2020-06-04,2020-06-17,"North","Bolo",NA,NA,NA,NA,52
"2559","Facility 37",2020-06-17,2020-06-17,"North","Bolo",NA,NA,NA,NA,37
"2560","Facility 60",2020-06-16,2020-06-17,"North","Bolo",NA,NA,NA,NA,60
"2561","Facility 7",2020-06-15,2020-06-17,"North","Spring",NA,NA,NA,NA,7
"2562","Facility 19",2020-06-14,2020-06-17,"North","Bolo",NA,NA,NA,NA,19
"2563","Facility 51",2020-06-16,2020-06-17,"North","Spring",NA,NA,NA,NA,51
"2564","Facility 19",2020-06-13,2020-06-17,"North","Bolo",NA,NA,NA,NA,19
"2565","Facility 48",2020-06-16,2020-06-17,"North","Dingo",NA,NA,NA,NA,48
"2566","Facility 3",2020-06-17,2020-06-17,"North","Dingo",NA,NA,NA,NA,3
"2567","Facility 21",2020-06-17,2020-06-17,"North","Bolo",NA,NA,NA,NA,21
"2568","Facility 23",2020-07-02,2020-07-04,"North","Dingo",0,0,0,0,23
"2569","Facility 50",2020-07-03,2020-07-04,"North","Spring",42,38,39,119,50
"2570","Facility 34",2020-06-13,2020-07-04,"North","Dingo",5,4,10,19,34
"2571","Facility 23",2020-06-29,2020-07-04,"North","Dingo",0,0,0,0,23
"2572","Facility 50",2020-07-02,2020-07-04,"North","Spring",62,39,24,125,50
"2573","Facility 34",2020-07-03,2020-07-04,"North","Dingo",0,0,0,0,34
"2574","Facility 34",2020-07-02,2020-07-04,"North","Dingo",0,0,0,0,34
"2575","Facility 34",2020-06-29,2020-07-04,"North","Dingo",0,0,0,0,34
"2576","Facility 34",2020-06-26,2020-07-04,"North","Dingo",0,0,0,0,34
"2577","Facility 34",2020-06-25,2020-07-04,"North","Dingo",0,0,0,0,34
"2578","Facility 34",2020-06-19,2020-07-04,"North","Dingo",0,0,0,0,34
"2579","Facility 34",2020-06-18,2020-07-04,"North","Dingo",0,0,0,0,34
"2580","Facility 34",2020-06-17,2020-07-04,"North","Dingo",0,0,0,0,34
"2581","Facility 34",2020-06-12,2020-07-04,"North","Dingo",0,0,0,0,34
"2582","Facility 34",2020-06-11,2020-07-04,"North","Dingo",0,0,0,0,34
"2583","Facility 34",2020-06-10,2020-07-04,"North","Dingo",9,7,10,26,34
"2584","Facility 34",2020-07-04,2020-07-04,"North","Dingo",10,7,16,33,34
"2585","Facility 32",2020-06-30,2020-07-04,"North","Spring",NA,NA,NA,NA,32
"2586","Facility 32",2020-06-28,2020-07-04,"North","Spring",NA,NA,NA,NA,32
"2587","Facility 19",2020-07-03,2020-07-04,"North","Bolo",0,0,93,93,19
"2588","Facility 19",2020-07-02,2020-07-04,"North","Bolo",4,0,16,20,19
"2589","Facility 33",2020-07-03,2020-07-04,"North","Barnard",0,0,0,0,33
"2590","Facility 33",2020-07-02,2020-07-04,"North","Barnard",0,0,0,0,33
"2591","Facility 33",2020-07-01,2020-07-04,"North","Barnard",4,5,5,14,33
"2592","Facility 22",2020-07-04,2020-07-04,"North","Bolo",15,1,27,43,22
"2593","Facility 52",2020-06-17,2020-07-04,"North","Bolo",15,22,34,71,52
"2594","Facility 52",2020-06-16,2020-07-04,"North","Bolo",15,23,38,76,52
"2595","Facility 14",2020-06-28,2020-07-04,"North","Dingo",10,4,9,23,14
"2596","Facility 13",2020-07-03,2020-07-04,"North","Bolo",0,0,0,0,13
"2597","Facility 14",2020-06-27,2020-07-04,"North","Dingo",5,9,17,31,14
"2598","Facility 13",2020-07-02,2020-07-04,"North","Bolo",0,0,0,0,13
"2599","Facility 14",2020-06-23,2020-07-04,"North","Dingo",12,5,4,21,14
"2600","Facility 14",2020-06-21,2020-07-04,"North","Dingo",6,7,24,37,14
"2601","Facility 14",2020-06-16,2020-07-04,"North","Dingo",8,11,28,47,14
"2602","Facility 14",2020-06-13,2020-07-04,"North","Dingo",3,7,31,41,14
"2603","Facility 14",2020-06-10,2020-07-04,"North","Dingo",7,5,33,45,14
"2604","Facility 10",2020-06-05,2020-07-04,"North","Bolo",0,1,3,4,10
"2605","Facility 10",2020-06-06,2020-07-04,"North","Bolo",0,3,23,26,10
"2606","Facility 14",2020-07-04,2020-07-04,"North","Dingo",11,6,25,42,14
"2607","Facility 10",2020-06-07,2020-07-04,"North","Bolo",0,0,5,5,10
"2608","Facility 50",2020-06-16,2020-06-17,"North","Spring",NA,NA,NA,NA,50
"2609","Facility 41",2020-06-16,2020-06-17,"North","Barnard",NA,NA,NA,NA,41
"2610","Facility 49",2020-06-16,2020-06-17,"North","Dingo",NA,NA,NA,NA,49
"2611","Facility 13",2020-06-16,2020-06-17,"North","Bolo",NA,NA,NA,NA,13
"2612","Facility 15",2020-06-16,2020-06-17,"North","Barnard",NA,NA,NA,NA,15
"2613","Facility 38",2020-06-16,2020-06-17,"North","Bolo",NA,NA,NA,NA,38
"2614","Facility 1",2020-06-16,2020-06-17,"North","Spring",NA,NA,NA,NA,1
"2615","Facility 1",2020-06-15,2020-06-17,"North","Spring",NA,NA,NA,NA,1
"2616","Facility 25",2020-06-16,2020-06-17,"North","Bolo",NA,NA,NA,NA,25
"2617","Facility 18",2020-06-16,2020-06-17,"North","Bolo",NA,NA,NA,NA,18
"2618","Facility 55",2020-06-16,2020-06-17,"North","Bolo",NA,NA,NA,NA,55
"2619","Facility 2",2020-06-16,2020-06-17,"North","Bolo",NA,NA,NA,NA,2
"2620","Facility 1",2020-06-14,2020-06-16,"North","Spring",NA,NA,NA,NA,1
"2621","Facility 1",2020-06-13,2020-06-16,"North","Spring",NA,NA,NA,NA,1
"2622","Facility 38",2020-06-15,2020-06-16,"North","Bolo",NA,NA,NA,NA,38
"2623","Facility 38",2020-06-14,2020-06-16,"North","Bolo",NA,NA,NA,NA,38
"2624","Facility 38",2020-06-13,2020-06-16,"North","Bolo",NA,NA,NA,NA,38
"2625","Facility 38",2020-06-12,2020-06-16,"North","Bolo",NA,NA,NA,NA,38
"2626","Facility 36",2020-06-11,2020-06-16,"North","Dingo",NA,NA,NA,NA,36
"2627","Facility 36",2020-06-10,2020-06-16,"North","Dingo",NA,NA,NA,NA,36
"2628","Facility 36",2020-06-09,2020-06-16,"North","Dingo",NA,NA,NA,NA,36
"2629","Facility 36",2020-06-16,2020-06-16,"North","Dingo",NA,NA,NA,NA,36
"2630","Facility 36",2020-06-15,2020-06-16,"North","Dingo",NA,NA,NA,NA,36
"2631","Facility 36",2020-06-14,2020-06-16,"North","Dingo",NA,NA,NA,NA,36
"2632","Facility 8",2020-06-16,2020-06-16,"North","Bolo",NA,NA,NA,NA,8
"2633","Facility 32",2020-06-16,2020-06-16,"North","Spring",NA,NA,NA,NA,32
"2634","Facility 8",2020-06-10,2020-06-16,"North","Bolo",NA,NA,NA,NA,8
"2635","Facility 8",2020-06-15,2020-06-16,"North","Bolo",NA,NA,NA,NA,8
"2636","Facility 8",2020-06-14,2020-06-16,"North","Bolo",NA,NA,NA,NA,8
"2637","Facility 10",2020-06-16,2020-06-16,"North","Bolo",NA,NA,NA,NA,10
"2638","Facility 2",2020-06-15,2020-06-16,"North","Bolo",NA,NA,NA,NA,2
"2639","Facility 2",2020-06-14,2020-06-16,"North","Bolo",NA,NA,NA,NA,2
"2640","Facility 19",2020-06-11,2020-06-16,"North","Bolo",NA,NA,NA,NA,19
"2641","Facility 19",2020-06-10,2020-06-16,"North","Bolo",NA,NA,NA,NA,19
"2642","Facility 58",2020-06-15,2020-06-16,"North","Spring",NA,NA,NA,NA,58
"2643","Facility 29",2020-06-15,2020-06-16,"North","Dingo",NA,NA,NA,NA,29
"2644","Facility 43",2020-06-11,2020-06-16,"North","Dingo",NA,NA,NA,NA,43
"2645","Facility 21",2020-06-16,2020-06-16,"North","Bolo",NA,NA,NA,NA,21
"2646","Facility 37",2020-06-16,2020-06-16,"North","Bolo",NA,NA,NA,NA,37
"2647","Facility 5",2020-06-14,2020-06-16,"North","Bolo",NA,NA,NA,NA,5
"2648","Facility 25",2020-06-15,2020-06-16,"North","Bolo",NA,NA,NA,NA,25
"2649","Facility 25",2020-06-14,2020-06-16,"North","Bolo",NA,NA,NA,NA,25
"2650","Facility 50",2020-06-15,2020-06-16,"North","Spring",NA,NA,NA,NA,50
"2651","Facility 13",2020-06-15,2020-06-16,"North","Bolo",NA,NA,NA,NA,13
"2652","Facility 31",2020-06-15,2020-06-16,"North","Dingo",NA,NA,NA,NA,31
"2653","Facility 49",2020-06-15,2020-06-16,"North","Dingo",NA,NA,NA,NA,49
"2654","Facility 48",2020-06-15,2020-06-16,"North","Dingo",NA,NA,NA,NA,48
"2655","Facility 51",2020-06-15,2020-06-16,"North","Spring",NA,NA,NA,NA,51
"2656","Facility 23",2020-06-15,2020-06-16,"North","Dingo",NA,NA,NA,NA,23
"2657","Facility 41",2020-06-15,2020-06-16,"North","Barnard",NA,NA,NA,NA,41
"2658","Facility 53",2020-06-15,2020-06-16,"North","Bolo",NA,NA,NA,NA,53
"2659","Facility 3",2020-06-16,2020-06-16,"North","Dingo",NA,NA,NA,NA,3
"2660","Facility 27",2020-06-15,2020-06-16,"North","Spring",NA,NA,NA,NA,27
"2661","Facility 55",2020-06-15,2020-06-16,"North","Bolo",NA,NA,NA,NA,55
"2662","Facility 18",2020-06-15,2020-06-16,"North","Bolo",NA,NA,NA,NA,18
"2663","Facility 4",2020-06-08,2020-06-15,"North","Bolo",NA,NA,NA,NA,4
"2664","Facility 4",2020-06-15,2020-06-15,"North","Bolo",NA,NA,NA,NA,4
"2665","Facility 51",2020-06-14,2020-06-15,"North","Spring",NA,NA,NA,NA,51
"2666","Facility 42",2020-06-13,2020-06-15,"North","Dingo",NA,NA,NA,NA,42
"2667","Facility 32",2020-06-15,2020-06-15,"North","Spring",NA,NA,NA,NA,32
"2668","Facility 14",2020-06-15,2020-06-15,"North","Dingo",NA,NA,NA,NA,14
"2669","Facility 10",2020-06-15,2020-06-15,"North","Bolo",NA,NA,NA,NA,10
"2670","Facility 35",2020-06-15,2020-06-15,"North","Spring",NA,NA,NA,NA,35
"2671","Facility 29",2020-06-14,2020-06-15,"North","Dingo",NA,NA,NA,NA,29
"2672","Facility 29",2020-06-13,2020-06-15,"North","Dingo",NA,NA,NA,NA,29
"2673","Facility 30",2020-06-15,2020-06-15,"North","Bolo",NA,NA,NA,NA,30
"2674","Facility 21",2020-06-15,2020-06-15,"North","Bolo",NA,NA,NA,NA,21
"2675","Facility 37",2020-06-15,2020-06-15,"North","Bolo",NA,NA,NA,NA,37
"2676","Facility 13",2020-06-14,2020-06-15,"North","Bolo",NA,NA,NA,NA,13
"2677","Facility 49",2020-06-14,2020-06-15,"North","Dingo",NA,NA,NA,NA,49
"2678","Facility 41",2020-06-14,2020-06-15,"North","Barnard",NA,NA,NA,NA,41
"2679","Facility 26",2020-06-15,2020-06-15,"North","Bolo",NA,NA,NA,NA,26
"2680","Facility 58",2020-06-14,2020-06-15,"North","Spring",NA,NA,NA,NA,58
"2681","Facility 3",2020-06-15,2020-06-15,"North","Dingo",NA,NA,NA,NA,3
"2682","Facility 18",2020-06-14,2020-06-15,"North","Bolo",NA,NA,NA,NA,18
"2683","Facility 48",2020-06-14,2020-06-15,"North","Dingo",NA,NA,NA,NA,48
"2684","Facility 23",2020-06-14,2020-06-15,"North","Dingo",NA,NA,NA,NA,23
"2685","Facility 55",2020-06-14,2020-06-15,"North","Bolo",NA,NA,NA,NA,55
"2686","Facility 53",2020-06-14,2020-06-15,"North","Bolo",NA,NA,NA,NA,53
"2687","Facility 50",2020-06-14,2020-06-15,"North","Spring",NA,NA,NA,NA,50
"2688","Facility 24",2020-06-15,2020-06-15,"North","Bolo",NA,NA,NA,NA,24
"2689","Facility 27",2020-06-14,2020-06-15,"North","Spring",NA,NA,NA,NA,27
"2690","Facility 14",2020-06-14,2020-06-14,"North","Dingo",NA,NA,NA,NA,14
